sample_accession,run_accession,library_layout,organism,Platform,UMI,study_accession,Tissue,Covariate,Age,integration_group,TissueNote,Source,bam10x,Comment,biosample,Donor,Organ,sex,Batch,biosample_title,retina_region,strain,batch
#SRS5055758,SRR9628294,SINGLE,Homo sapiens,SCRBSeq,No,SRP212788,Retina,P1,Adult,NA,P1,Tissue,NA,NA,SAMN12188967,NA,Eye,NA,NA,Mac1cell_R42_C64,NA,NA,SRP212788_SCRBSeq_P1
#SRS5055759,SRR9628293,SINGLE,Homo sapiens,SCRBSeq,No,SRP212788,Retina,P1,Adult,NA,P1,Tissue,NA,NA,SAMN12188969,NA,Eye,NA,NA,Mac1cell_R42_C62,NA,NA,SRP212788_SCRBSeq_P1
#SRS5055757,SRR9628292,SINGLE,Homo sapiens,SCRBSeq,No,SRP212788,Retina,P1,Adult,NA,P1,Tissue,NA,NA,SAMN12188982,NA,Eye,NA,NA,Mac1cell_R42_C61,NA,NA,SRP212788_SCRBSeq_P1
#SRS5055756,SRR9628291,SINGLE,Homo sapiens,SCRBSeq,No,SRP212788,Retina,P1,Adult,NA,P1,Tissue,NA,NA,SAMN12188983,NA,Eye,NA,NA,Mac1cell_R42_C59,NA,NA,SRP212788_SCRBSeq_P1
#SRS5055754,SRR9628290,SINGLE,Homo sapiens,SCRBSeq,No,SRP212788,Retina,P1,Adult,NA,P1,Tissue,NA,NA,SAMN12188984,NA,Eye,NA,NA,Mac1cell_R42_C56,NA,NA,SRP212788_SCRBSeq_P1
#SRS5055753,SRR9632689,SINGLE,Homo sapiens,SCRBSeq,No,SRP212788,Retina,P3,Adult,NA,P3,Tissue,NA,NA,SAMN12201510,NA,Eye,NA,NA,Per_R38_C21,NA,NA,SRP212788_SCRBSeq_P3
#SRS5055755,SRR9632688,SINGLE,Homo sapiens,SCRBSeq,No,SRP212788,Retina,P3,Adult,NA,P3,Tissue,NA,NA,SAMN12201511,NA,Eye,NA,NA,Per_R37_C71,NA,NA,SRP212788_SCRBSeq_P3
#SRS5055752,SRR9632687,SINGLE,Homo sapiens,SCRBSeq,No,SRP212788,Retina,P3,Adult,NA,P3,Tissue,NA,NA,SAMN12201512,NA,Eye,NA,NA,Per_R37_C70,NA,NA,SRP212788_SCRBSeq_P3
#SRS5055751,SRR9632686,SINGLE,Homo sapiens,SCRBSeq,No,SRP212788,Retina,P3,Adult,NA,P3,Tissue,NA,NA,SAMN12201513,NA,Eye,NA,NA,Per_R37_C66,NA,NA,SRP212788_SCRBSeq_P3
#SRS5055750,SRR9632685,SINGLE,Homo sapiens,SCRBSeq,No,SRP212788,Retina,P3,Adult,NA,P3,Tissue,NA,NA,SAMN12201515,NA,Eye,NA,NA,Per_R37_C65,NA,NA,SRP212788_SCRBSeq_P3
#SRS5055749,SRR9632684,SINGLE,Homo sapiens,SCRBSeq,No,SRP212788,Retina,P3,Adult,NA,P3,Tissue,NA,NA,SAMN12201516,NA,Eye,NA,NA,Per_R37_C64,NA,NA,SRP212788_SCRBSeq_P3
#SRS5055748,SRR9632683,SINGLE,Homo sapiens,SCRBSeq,No,SRP212788,Retina,P3,Adult,NA,P3,Tissue,NA,NA,SAMN12201517,NA,Eye,NA,NA,Per_R37_C60,NA,NA,SRP212788_SCRBSeq_P3
#SRS5055746,SRR9632682,SINGLE,Homo sapiens,SCRBSeq,No,SRP212788,Retina,P3,Adult,NA,P3,Tissue,NA,NA,SAMN12201518,NA,Eye,NA,NA,Per_R37_C47,NA,NA,SRP212788_SCRBSeq_P3
#SRS5055747,SRR9631689,SINGLE,Homo sapiens,SCRBSeq,No,SRP212788,Retina,P3,Adult,NA,P3,Tissue,NA,NA,SAMN12201847,NA,Eye,NA,NA,Mac_R47_C59,NA,NA,SRP212788_SCRBSeq_P3
#SRS5055745,SRR9631688,SINGLE,Homo sapiens,SCRBSeq,No,SRP212788,Retina,P3,Adult,NA,P3,Tissue,NA,NA,SAMN12201848,NA,Eye,NA,NA,Mac_R47_C52,NA,NA,SRP212788_SCRBSeq_P3
#SRS5055744,SRR9631687,SINGLE,Homo sapiens,SCRBSeq,No,SRP212788,Retina,P3,Adult,NA,P3,Tissue,NA,NA,SAMN12201849,NA,Eye,NA,NA,Mac_R47_C26,NA,NA,SRP212788_SCRBSeq_P3
#SRS5055742,SRR9631686,SINGLE,Homo sapiens,SCRBSeq,No,SRP212788,Retina,P3,Adult,NA,P3,Tissue,NA,NA,SAMN12201850,NA,Eye,NA,NA,Mac_R47_C11,NA,NA,SRP212788_SCRBSeq_P3
#SRS5055743,SRR9631685,SINGLE,Homo sapiens,SCRBSeq,No,SRP212788,Retina,P3,Adult,NA,P3,Tissue,NA,NA,SAMN12201903,NA,Eye,NA,NA,Mac_R46_C9,NA,NA,SRP212788_SCRBSeq_P3
#SRS5055741,SRR9631684,SINGLE,Homo sapiens,SCRBSeq,No,SRP212788,Retina,P3,Adult,NA,P3,Tissue,NA,NA,SAMN12201851,NA,Eye,NA,NA,Mac_R46_C59,NA,NA,SRP212788_SCRBSeq_P3
#SRS5055740,SRR9631683,SINGLE,Homo sapiens,SCRBSeq,No,SRP212788,Retina,P3,Adult,NA,P3,Tissue,NA,NA,SAMN12201852,NA,Eye,NA,NA,Mac_R46_C53,NA,NA,SRP212788_SCRBSeq_P3
#SRS5055739,SRR9631682,SINGLE,Homo sapiens,SCRBSeq,No,SRP212788,Retina,P3,Adult,NA,P3,Tissue,NA,NA,SAMN12201853,NA,Eye,NA,NA,Mac_R46_C49,NA,NA,SRP212788_SCRBSeq_P3
#SRS5055737,SRR9630865,SINGLE,Homo sapiens,SCRBSeq,No,SRP212788,Retina,P3,Adult,NA,P3,Tissue,NA,NA,SAMN12200555,NA,Eye,NA,NA,sample_R63_C33,NA,NA,SRP212788_SCRBSeq_P3
#SRS5055738,SRR9630864,SINGLE,Homo sapiens,SCRBSeq,No,SRP212788,Retina,P3,Adult,NA,P3,Tissue,NA,NA,SAMN12200556,NA,Eye,NA,NA,sample_R63_C31,NA,NA,SRP212788_SCRBSeq_P3
#SRS5055736,SRR9630863,SINGLE,Homo sapiens,SCRBSeq,No,SRP212788,Retina,P3,Adult,NA,P3,Tissue,NA,NA,SAMN12200557,NA,Eye,NA,NA,sample_R63_C30,NA,NA,SRP212788_SCRBSeq_P3
#SRS5055735,SRR9630862,SINGLE,Homo sapiens,SCRBSeq,No,SRP212788,Retina,P3,Adult,NA,P3,Tissue,NA,NA,SAMN12200558,NA,Eye,NA,NA,sample_R63_C24,NA,NA,SRP212788_SCRBSeq_P3
#SRS5055734,SRR9630861,SINGLE,Homo sapiens,SCRBSeq,No,SRP212788,Retina,P3,Adult,NA,P3,Tissue,NA,NA,SAMN12200584,NA,Eye,NA,NA,sample_R63_C19,NA,NA,SRP212788_SCRBSeq_P3
#SRS5055733,SRR9630860,SINGLE,Homo sapiens,SCRBSeq,No,SRP212788,Retina,P3,Adult,NA,P3,Tissue,NA,NA,SAMN12200585,NA,Eye,NA,NA,sample_R63_C18,NA,NA,SRP212788_SCRBSeq_P3
#SRS5055732,SRR9630859,SINGLE,Homo sapiens,SCRBSeq,No,SRP212788,Retina,P3,Adult,NA,P3,Tissue,NA,NA,SAMN12200586,NA,Eye,NA,NA,sample_R63_C14,NA,NA,SRP212788_SCRBSeq_P3
#SRS5055730,SRR9630858,SINGLE,Homo sapiens,SCRBSeq,No,SRP212788,Retina,P3,Adult,NA,P3,Tissue,NA,NA,SAMN12200587,NA,Eye,NA,NA,sample_R63_C13,NA,NA,SRP212788_SCRBSeq_P3
#SRS5055731,SRR9630337,SINGLE,Homo sapiens,SCRBSeq,No,SRP212788,Retina,P3,Adult,NA,P3,Tissue,NA,NA,SAMN12200869,NA,Eye,NA,NA,sample_R51_C30,NA,NA,SRP212788_SCRBSeq_P3
#SRS5055729,SRR9630336,SINGLE,Homo sapiens,SCRBSeq,No,SRP212788,Retina,P3,Adult,NA,P3,Tissue,NA,NA,SAMN12200870,NA,Eye,NA,NA,sample_R51_C2,NA,NA,SRP212788_SCRBSeq_P3
#SRS5055728,SRR9630335,SINGLE,Homo sapiens,SCRBSeq,No,SRP212788,Retina,P3,Adult,NA,P3,Tissue,NA,NA,SAMN12200871,NA,Eye,NA,NA,sample_R51_C25,NA,NA,SRP212788_SCRBSeq_P3
#SRS5055727,SRR9630334,SINGLE,Homo sapiens,SCRBSeq,No,SRP212788,Retina,P3,Adult,NA,P3,Tissue,NA,NA,SAMN12200872,NA,Eye,NA,NA,sample_R51_C20,NA,NA,SRP212788_SCRBSeq_P3
#SRS5055726,SRR9630333,SINGLE,Homo sapiens,SCRBSeq,No,SRP212788,Retina,P3,Adult,NA,P3,Tissue,NA,NA,SAMN12200873,NA,Eye,NA,NA,sample_R51_C1,NA,NA,SRP212788_SCRBSeq_P3
#SRS5055725,SRR9630332,SINGLE,Homo sapiens,SCRBSeq,No,SRP212788,Retina,P3,Adult,NA,P3,Tissue,NA,NA,SAMN12200874,NA,Eye,NA,NA,sample_R51_C19,NA,NA,SRP212788_SCRBSeq_P3
#SRS5055724,SRR9630331,SINGLE,Homo sapiens,SCRBSeq,No,SRP212788,Retina,P3,Adult,NA,P3,Tissue,NA,NA,SAMN12200875,NA,Eye,NA,NA,sample_R51_C16,NA,NA,SRP212788_SCRBSeq_P3
#SRS5055723,SRR9630330,SINGLE,Homo sapiens,SCRBSeq,No,SRP212788,Retina,P3,Adult,NA,P3,Tissue,NA,NA,SAMN12200876,NA,Eye,NA,NA,sample_R51_C15,NA,NA,SRP212788_SCRBSeq_P3
#SRS5055722,SRR9629409,SINGLE,Homo sapiens,SCRBSeq,No,SRP212788,Retina,P3,Adult,NA,P3,Tissue,NA,NA,SAMN12199801,NA,Eye,NA,NA,sample_R32_C5,NA,NA,SRP212788_SCRBSeq_P3
#SRS5055721,SRR9629408,SINGLE,Homo sapiens,SCRBSeq,No,SRP212788,Retina,P3,Adult,NA,P3,Tissue,NA,NA,SAMN12199692,NA,Eye,NA,NA,sample_R32_C56,NA,NA,SRP212788_SCRBSeq_P3
#SRS5055720,SRR9629407,SINGLE,Homo sapiens,SCRBSeq,No,SRP212788,Retina,P3,Adult,NA,P3,Tissue,NA,NA,SAMN12199693,NA,Eye,NA,NA,sample_R32_C47,NA,NA,SRP212788_SCRBSeq_P3
#SRS5055719,SRR9629406,SINGLE,Homo sapiens,SCRBSeq,No,SRP212788,Retina,P3,Adult,NA,P3,Tissue,NA,NA,SAMN12199694,NA,Eye,NA,NA,sample_R32_C46,NA,NA,SRP212788_SCRBSeq_P3
#SRS5055717,SRR9629405,SINGLE,Homo sapiens,SCRBSeq,No,SRP212788,Retina,P3,Adult,NA,P3,Tissue,NA,NA,SAMN12199695,NA,Eye,NA,NA,sample_R32_C38,NA,NA,SRP212788_SCRBSeq_P3
#SRS5055718,SRR9629404,SINGLE,Homo sapiens,SCRBSeq,No,SRP212788,Retina,P3,Adult,NA,P3,Tissue,NA,NA,SAMN12199696,NA,Eye,NA,NA,sample_R32_C36,NA,NA,SRP212788_SCRBSeq_P3
#SRS5055716,SRR9629403,SINGLE,Homo sapiens,SCRBSeq,No,SRP212788,Retina,P3,Adult,NA,P3,Tissue,NA,NA,SAMN12199697,NA,Eye,NA,NA,sample_R32_C33,NA,NA,SRP212788_SCRBSeq_P3
#SRS5055714,SRR9629402,SINGLE,Homo sapiens,SCRBSeq,No,SRP212788,Retina,P3,Adult,NA,P3,Tissue,NA,NA,SAMN12199698,NA,Eye,NA,NA,sample_R32_C32,NA,NA,SRP212788_SCRBSeq_P3
#SRS5055715,SRR9628481,SINGLE,Homo sapiens,SCRBSeq,No,SRP212788,Retina,P3,Adult,NA,P3,Tissue,NA,NA,SAMN12198733,NA,Eye,NA,NA,Per_R8_C27,NA,NA,SRP212788_SCRBSeq_P3
#SRS5055713,SRR9628480,SINGLE,Homo sapiens,SCRBSeq,No,SRP212788,Retina,P3,Adult,NA,P3,Tissue,NA,NA,SAMN12198734,NA,Eye,NA,NA,Per_R8_C1,NA,NA,SRP212788_SCRBSeq_P3
#SRS5055712,SRR9628479,SINGLE,Homo sapiens,SCRBSeq,No,SRP212788,Retina,P3,Adult,NA,P3,Tissue,NA,NA,SAMN12198735,NA,Eye,NA,NA,Per_R7_C55,NA,NA,SRP212788_SCRBSeq_P3
#SRS5055711,SRR9628478,SINGLE,Homo sapiens,SCRBSeq,No,SRP212788,Retina,P3,Adult,NA,P3,Tissue,NA,NA,SAMN12198736,NA,Eye,NA,NA,Per_R7_C54,NA,NA,SRP212788_SCRBSeq_P3
#SRS5055710,SRR9628477,SINGLE,Homo sapiens,SCRBSeq,No,SRP212788,Retina,P3,Adult,NA,P3,Tissue,NA,NA,SAMN12198737,NA,Eye,NA,NA,Per_R7_C52,NA,NA,SRP212788_SCRBSeq_P3
#SRS5055708,SRR9628476,SINGLE,Homo sapiens,SCRBSeq,No,SRP212788,Retina,P3,Adult,NA,P3,Tissue,NA,NA,SAMN12198738,NA,Eye,NA,NA,Per_R7_C35,NA,NA,SRP212788_SCRBSeq_P3
#SRS5055709,SRR9628475,SINGLE,Homo sapiens,SCRBSeq,No,SRP212788,Retina,P3,Adult,NA,P3,Tissue,NA,NA,SAMN12198739,NA,Eye,NA,NA,Per_R7_C32,NA,NA,SRP212788_SCRBSeq_P3
#SRS5055707,SRR9628474,SINGLE,Homo sapiens,SCRBSeq,No,SRP212788,Retina,P3,Adult,NA,P3,Tissue,NA,NA,SAMN12198740,NA,Eye,NA,NA,Per_R7_C29,NA,NA,SRP212788_SCRBSeq_P3
#SRS5055706,SRR9634104,SINGLE,Homo sapiens,SCRBSeq,No,SRP212788,Retina,P2,Adult,NA,P2,Tissue,NA,NA,SAMN12197015,NA,Eye,NA,NA,M_R70_C44,NA,NA,SRP212788_SCRBSeq_P2
#SRS5055704,SRR9634103,SINGLE,Homo sapiens,SCRBSeq,No,SRP212788,Retina,P2,Adult,NA,P2,Tissue,NA,NA,SAMN12197016,NA,Eye,NA,NA,M_R70_C40,NA,NA,SRP212788_SCRBSeq_P2
#SRS5055705,SRR9634102,SINGLE,Homo sapiens,SCRBSeq,No,SRP212788,Retina,P2,Adult,NA,P2,Tissue,NA,NA,SAMN12197067,NA,Eye,NA,NA,M_R70_C19,NA,NA,SRP212788_SCRBSeq_P2
#SRS5055703,SRR9634101,SINGLE,Homo sapiens,SCRBSeq,No,SRP212788,Retina,P2,Adult,NA,P2,Tissue,NA,NA,SAMN12197068,NA,Eye,NA,NA,M_R70_C15,NA,NA,SRP212788_SCRBSeq_P2
#SRS5055702,SRR9634100,SINGLE,Homo sapiens,SCRBSeq,No,SRP212788,Retina,P2,Adult,NA,P2,Tissue,NA,NA,SAMN12197069,NA,Eye,NA,NA,M_R6_C43,NA,NA,SRP212788_SCRBSeq_P2
#SRS5055701,SRR9634099,SINGLE,Homo sapiens,SCRBSeq,No,SRP212788,Retina,P2,Adult,NA,P2,Tissue,NA,NA,SAMN12197070,NA,Eye,NA,NA,M_R6_C40,NA,NA,SRP212788_SCRBSeq_P2
#SRS5055700,SRR9634098,SINGLE,Homo sapiens,SCRBSeq,No,SRP212788,Retina,P2,Adult,NA,P2,Tissue,NA,NA,SAMN12197071,NA,Eye,NA,NA,M_R6_C22,NA,NA,SRP212788_SCRBSeq_P2
#SRS5055698,SRR9634097,SINGLE,Homo sapiens,SCRBSeq,No,SRP212788,Retina,P2,Adult,NA,P2,Tissue,NA,NA,SAMN12197072,NA,Eye,NA,NA,M_R6_C21,NA,NA,SRP212788_SCRBSeq_P2
#SRS5055697,SRR9633114,SINGLE,Homo sapiens,SCRBSeq,No,SRP212788,Retina,P2,Adult,NA,P2,Tissue,NA,NA,SAMN12191380,NA,Eye,NA,NA,Macular_R9_C60,Macula,NA,SRP212788_SCRBSeq_P2
#SRS5055699,SRR9633113,SINGLE,Homo sapiens,SCRBSeq,No,SRP212788,Retina,P2,Adult,NA,P2,Tissue,NA,NA,SAMN12190736,NA,Eye,NA,NA,Macular_R9_C57,Macula,NA,SRP212788_SCRBSeq_P2
#SRS5055694,SRR9633112,SINGLE,Homo sapiens,SCRBSeq,No,SRP212788,Retina,P2,Adult,NA,P2,Tissue,NA,NA,SAMN12191381,NA,Eye,NA,NA,Macular_R9_C46,Macula,NA,SRP212788_SCRBSeq_P2
#SRS5055695,SRR9633111,SINGLE,Homo sapiens,SCRBSeq,No,SRP212788,Retina,P2,Adult,NA,P2,Tissue,NA,NA,SAMN12191382,NA,Eye,NA,NA,Macular_R9_C44,Macula,NA,SRP212788_SCRBSeq_P2
#SRS5055696,SRR9633110,SINGLE,Homo sapiens,SCRBSeq,No,SRP212788,Retina,P2,Adult,NA,P2,Tissue,NA,NA,SAMN12191383,NA,Eye,NA,NA,Macular_R9_C42,Macula,NA,SRP212788_SCRBSeq_P2
#SRS5055693,SRR9633109,SINGLE,Homo sapiens,SCRBSeq,No,SRP212788,Retina,P2,Adult,NA,P2,Tissue,NA,NA,SAMN12191384,NA,Eye,NA,NA,Macular_R9_C36,Macula,NA,SRP212788_SCRBSeq_P2
#SRS5055692,SRR9633108,SINGLE,Homo sapiens,SCRBSeq,No,SRP212788,Retina,P2,Adult,NA,P2,Tissue,NA,NA,SAMN12190735,NA,Eye,NA,NA,Macular_R9_C33,Macula,NA,SRP212788_SCRBSeq_P2
#SRS5055691,SRR9633107,SINGLE,Homo sapiens,SCRBSeq,No,SRP212788,Retina,P2,Adult,NA,P2,Tissue,NA,NA,SAMN12190737,NA,Eye,NA,NA,Macular_R9_C32,Macula,NA,SRP212788_SCRBSeq_P2
#SRS5055690,SRR9632273,SINGLE,Homo sapiens,SCRBSeq,No,SRP212788,Retina,P2,Adult,NA,P2,Tissue,NA,NA,SAMN12190871,NA,Eye,NA,NA,Macular_R51_C47,Macula,NA,SRP212788_SCRBSeq_P2
#SRS5055689,SRR9632272,SINGLE,Homo sapiens,SCRBSeq,No,SRP212788,Retina,P2,Adult,NA,P2,Tissue,NA,NA,SAMN12190872,NA,Eye,NA,NA,Macular_R51_C36,Macula,NA,SRP212788_SCRBSeq_P2
#SRS5055687,SRR9632271,SINGLE,Homo sapiens,SCRBSeq,No,SRP212788,Retina,P2,Adult,NA,P2,Tissue,NA,NA,SAMN12190873,NA,Eye,NA,NA,Macular_R51_C35,Macula,NA,SRP212788_SCRBSeq_P2
#SRS5055688,SRR9632270,SINGLE,Homo sapiens,SCRBSeq,No,SRP212788,Retina,P2,Adult,NA,P2,Tissue,NA,NA,SAMN12190874,NA,Eye,NA,NA,Macular_R51_C31,Macula,NA,SRP212788_SCRBSeq_P2
#SRS5055685,SRR9632269,SINGLE,Homo sapiens,SCRBSeq,No,SRP212788,Retina,P2,Adult,NA,P2,Tissue,NA,NA,SAMN12190875,NA,Eye,NA,NA,Macular_R51_C30,Macula,NA,SRP212788_SCRBSeq_P2
#SRS5055686,SRR9632268,SINGLE,Homo sapiens,SCRBSeq,No,SRP212788,Retina,P2,Adult,NA,P2,Tissue,NA,NA,SAMN12190876,NA,Eye,NA,NA,Macular_R51_C29,Macula,NA,SRP212788_SCRBSeq_P2
#SRS5055684,SRR9632267,SINGLE,Homo sapiens,SCRBSeq,No,SRP212788,Retina,P2,Adult,NA,P2,Tissue,NA,NA,SAMN12190877,NA,Eye,NA,NA,Macular_R51_C23,Macula,NA,SRP212788_SCRBSeq_P2
#SRS5055683,SRR9632266,SINGLE,Homo sapiens,SCRBSeq,No,SRP212788,Retina,P2,Adult,NA,P2,Tissue,NA,NA,SAMN12190878,NA,Eye,NA,NA,Macular_R51_C18,Macula,NA,SRP212788_SCRBSeq_P2
#SRS5055682,SRR9630769,SINGLE,Homo sapiens,SCRBSeq,No,SRP212788,Retina,P1,Adult,NA,P1,Tissue,NA,NA,SAMN12190377,NA,Eye,NA,NA,Periph_Nuc_R64_C14,Peripheral,NA,SRP212788_SCRBSeq_P1
#SRS5055681,SRR9630768,SINGLE,Homo sapiens,SCRBSeq,No,SRP212788,Retina,P1,Adult,NA,P1,Tissue,NA,NA,SAMN12190378,NA,Eye,NA,NA,Periph_Nuc_R64_C13,Peripheral,NA,SRP212788_SCRBSeq_P1
#SRS5055680,SRR9630767,SINGLE,Homo sapiens,SCRBSeq,No,SRP212788,Retina,P1,Adult,NA,P1,Tissue,NA,NA,SAMN12190379,NA,Eye,NA,NA,Periph_Nuc_R63_C70,Peripheral,NA,SRP212788_SCRBSeq_P1
#SRS5055679,SRR9630766,SINGLE,Homo sapiens,SCRBSeq,No,SRP212788,Retina,P1,Adult,NA,P1,Tissue,NA,NA,SAMN12190380,NA,Eye,NA,NA,Periph_Nuc_R63_C62,Peripheral,NA,SRP212788_SCRBSeq_P1
#SRS5055678,SRR9630765,SINGLE,Homo sapiens,SCRBSeq,No,SRP212788,Retina,P1,Adult,NA,P1,Tissue,NA,NA,SAMN12190381,NA,Eye,NA,NA,Periph_Nuc_R63_C61,Peripheral,NA,SRP212788_SCRBSeq_P1
#SRS5055677,SRR9630764,SINGLE,Homo sapiens,SCRBSeq,No,SRP212788,Retina,P1,Adult,NA,P1,Tissue,NA,NA,SAMN12190383,NA,Eye,NA,NA,Periph_Nuc_R63_C45,Peripheral,NA,SRP212788_SCRBSeq_P1
#SRS5055676,SRR9630763,SINGLE,Homo sapiens,SCRBSeq,No,SRP212788,Retina,P1,Adult,NA,P1,Tissue,NA,NA,SAMN12190384,NA,Eye,NA,NA,Periph_Nuc_R63_C40,Peripheral,NA,SRP212788_SCRBSeq_P1
#SRS5055675,SRR9630762,SINGLE,Homo sapiens,SCRBSeq,No,SRP212788,Retina,P1,Adult,NA,P1,Tissue,NA,NA,SAMN12190385,NA,Eye,NA,NA,Periph_Nuc_R63_C15,Peripheral,NA,SRP212788_SCRBSeq_P1
#SRS5055674,SRR9629849,SINGLE,Homo sapiens,SCRBSeq,No,SRP212788,Retina,P1,Adult,NA,P1,Tissue,NA,NA,SAMN12189592,NA,Eye,NA,NA,Macu_Nuc_R60_C59,NA,NA,SRP212788_SCRBSeq_P1
#SRS5055673,SRR9629848,SINGLE,Homo sapiens,SCRBSeq,No,SRP212788,Retina,P1,Adult,NA,P1,Tissue,NA,NA,SAMN12189593,NA,Eye,NA,NA,Macu_Nuc_R60_C51,NA,NA,SRP212788_SCRBSeq_P1
#SRS5055672,SRR9629847,SINGLE,Homo sapiens,SCRBSeq,No,SRP212788,Retina,P1,Adult,NA,P1,Tissue,NA,NA,SAMN12189594,NA,Eye,NA,NA,Macu_Nuc_R60_C33,NA,NA,SRP212788_SCRBSeq_P1
#SRS5055671,SRR9629846,SINGLE,Homo sapiens,SCRBSeq,No,SRP212788,Retina,P1,Adult,NA,P1,Tissue,NA,NA,SAMN12189595,NA,Eye,NA,NA,Macu_Nuc_R60_C2,NA,NA,SRP212788_SCRBSeq_P1
#SRS5055670,SRR9629845,SINGLE,Homo sapiens,SCRBSeq,No,SRP212788,Retina,P1,Adult,NA,P1,Tissue,NA,NA,SAMN12189596,NA,Eye,NA,NA,Macu_Nuc_R60_C25,NA,NA,SRP212788_SCRBSeq_P1
#SRS5055668,SRR9629844,SINGLE,Homo sapiens,SCRBSeq,No,SRP212788,Retina,P1,Adult,NA,P1,Tissue,NA,NA,SAMN12189597,NA,Eye,NA,NA,Macu_Nuc_R59_C5,NA,NA,SRP212788_SCRBSeq_P1
#SRS5055669,SRR9629843,SINGLE,Homo sapiens,SCRBSeq,No,SRP212788,Retina,P1,Adult,NA,P1,Tissue,NA,NA,SAMN12189598,NA,Eye,NA,NA,Macu_Nuc_R59_C59,NA,NA,SRP212788_SCRBSeq_P1
#SRS5055667,SRR9629842,SINGLE,Homo sapiens,SCRBSeq,No,SRP212788,Retina,P1,Adult,NA,P1,Tissue,NA,NA,SAMN12189599,NA,Eye,NA,NA,Macu_Nuc_R59_C54,NA,NA,SRP212788_SCRBSeq_P1
#SRS5055666,SRR9629001,SINGLE,Homo sapiens,SCRBSeq,No,SRP212788,Retina,P1,Adult,NA,P1,Tissue,NA,NA,SAMN12189218,NA,Eye,NA,NA,Mac1cell_R66_C16,NA,NA,SRP212788_SCRBSeq_P1
#SRS5055665,SRR9629000,SINGLE,Homo sapiens,SCRBSeq,No,SRP212788,Retina,P1,Adult,NA,P1,Tissue,NA,NA,SAMN12189219,NA,Eye,NA,NA,Mac1cell_R65_C8,NA,NA,SRP212788_SCRBSeq_P1
#SRS5055664,SRR9628999,SINGLE,Homo sapiens,SCRBSeq,No,SRP212788,Retina,P1,Adult,NA,P1,Tissue,NA,NA,SAMN12189220,NA,Eye,NA,NA,Mac1cell_R65_C71,NA,NA,SRP212788_SCRBSeq_P1
#SRS5055663,SRR9628998,SINGLE,Homo sapiens,SCRBSeq,No,SRP212788,Retina,P1,Adult,NA,P1,Tissue,NA,NA,SAMN12189222,NA,Eye,NA,NA,Mac1cell_R65_C68,NA,NA,SRP212788_SCRBSeq_P1
#SRS5055662,SRR9628997,SINGLE,Homo sapiens,SCRBSeq,No,SRP212788,Retina,P1,Adult,NA,P1,Tissue,NA,NA,SAMN12189223,NA,Eye,NA,NA,Mac1cell_R65_C65,NA,NA,SRP212788_SCRBSeq_P1
#SRS5055661,SRR9628996,SINGLE,Homo sapiens,SCRBSeq,No,SRP212788,Retina,P1,Adult,NA,P1,Tissue,NA,NA,SAMN12189224,NA,Eye,NA,NA,Mac1cell_R65_C57,NA,NA,SRP212788_SCRBSeq_P1
#SRS5055659,SRR9628995,SINGLE,Homo sapiens,SCRBSeq,No,SRP212788,Retina,P1,Adult,NA,P1,Tissue,NA,NA,SAMN12189226,NA,Eye,NA,NA,Mac1cell_R65_C56,NA,NA,SRP212788_SCRBSeq_P1
#SRS5055658,SRR9628994,SINGLE,Homo sapiens,SCRBSeq,No,SRP212788,Retina,P1,Adult,NA,P1,Tissue,NA,NA,SAMN12189141,NA,Eye,NA,NA,Mac1cell_R65_C54,NA,NA,SRP212788_SCRBSeq_P1
#SRS5055657,SRR9634032,SINGLE,Homo sapiens,SCRBSeq,No,SRP212788,Retina,P1,Adult,NA,P1,Tissue,NA,NA,SAMN12188129,NA,Eye,NA,NA,Mac1cell_R21_C47,NA,NA,SRP212788_SCRBSeq_P1
#SRS5055656,SRR9634031,SINGLE,Homo sapiens,SCRBSeq,No,SRP212788,Retina,P1,Adult,NA,P1,Tissue,NA,NA,SAMN12188130,NA,Eye,NA,NA,Mac1cell_R21_C3,NA,NA,SRP212788_SCRBSeq_P1
#SRS5055655,SRR9634030,SINGLE,Homo sapiens,SCRBSeq,No,SRP212788,Retina,P1,Adult,NA,P1,Tissue,NA,NA,SAMN12188131,NA,Eye,NA,NA,Mac1cell_R21_C36,NA,NA,SRP212788_SCRBSeq_P1
#SRS5055654,SRR9634029,SINGLE,Homo sapiens,SCRBSeq,No,SRP212788,Retina,P1,Adult,NA,P1,Tissue,NA,NA,SAMN12188132,NA,Eye,NA,NA,Mac1cell_R21_C34,NA,NA,SRP212788_SCRBSeq_P1
#SRS5055653,SRR9634028,SINGLE,Homo sapiens,SCRBSeq,No,SRP212788,Retina,P1,Adult,NA,P1,Tissue,NA,NA,SAMN12188230,NA,Eye,NA,NA,Mac1cell_R21_C32,NA,NA,SRP212788_SCRBSeq_P1
#SRS5055652,SRR9634027,SINGLE,Homo sapiens,SCRBSeq,No,SRP212788,Retina,P1,Adult,NA,P1,Tissue,NA,NA,SAMN12188231,NA,Eye,NA,NA,Mac1cell_R21_C30,NA,NA,SRP212788_SCRBSeq_P1
#SRS5055651,SRR9634026,SINGLE,Homo sapiens,SCRBSeq,No,SRP212788,Retina,P1,Adult,NA,P1,Tissue,NA,NA,SAMN12188232,NA,Eye,NA,NA,Mac1cell_R21_C28,NA,NA,SRP212788_SCRBSeq_P1
